#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 03 02 50 291  1.4  2.0  1.27 14.81  6.47 251 1031.3   6.1   7.6   4.1 99.0 99.00
2017 01 03 03 50 297  2.8  3.5  1.23 12.90  6.58 253 1031.3   6.3   7.6   4.3 99.0 99.00
2017 01 03 04 50 320  1.2  2.5  1.35 13.79  6.66 247 1031.4   6.1   7.6   3.9 99.0 99.00
2017 01 03 05 50 331  1.0  1.9  1.35 12.90  7.34 247 1031.4   6.0   7.6   3.9 99.0 99.00
2017 01 03 06 50 308  1.0  1.4  1.42 13.79  6.84 247 1031.3   5.8   7.7   3.7 99.0 99.00
2017 01 03 07 50 323  0.9  1.7  1.45 12.12  7.06 249 1031.4   5.9   7.6   3.8 99.0 99.00
2017 01 03 08 50 261  0.9  1.6  1.63 12.12  7.68 235 1031.6   5.9   7.6   3.8 99.0 99.00
2017 01 03 09 50  37  0.7  1.8  1.51 12.12  7.13 244 1032.0   5.9   7.5   3.9 99.0 99.00
2017 01 03 10 50 200  0.0  0.5  1.50 12.90  7.18 247 1032.2   5.8   7.6   3.7 99.0 99.00
2017 01 03 11 50 256  0.8  1.6  1.54 12.90  7.75 241 1032.6   5.9   7.7   3.8 99.0 99.00
2017 01 03 12 50 282  1.4  2.1  1.43 12.12  7.32 247 1032.6   5.9   7.7   3.9 99.0 99.00
2017 01 03 13 50   6  1.9  2.5  1.48 12.12  7.53 242 1032.7   5.9   7.6   3.8 99.0 99.00
2017 01 03 14 50   3  1.4  2.0  1.47 12.12  7.55 243 1032.9   5.9   7.6   3.9 99.0 99.00
2017 01 03 15 50 127  2.7  3.6  1.62 11.43  7.83 250 1032.6   6.0   7.6   4.1 99.0 99.00
2017 01 03 16 50 188  2.0  2.5  1.44 12.90  7.41 266 1033.2   6.1   7.7   4.2 99.0 99.00
2017 01 03 17 50 226  1.6  2.3  1.54 12.90  7.54 264 1033.6   6.2   7.6   4.3 99.0 99.00
2017 01 03 18 50 216  1.0  1.7  1.59 12.12  7.94 257 1034.2   7.0   7.5   4.6 99.0 99.00
2017 01 03 19 50 213  1.8  2.5  1.54 12.90  7.75 254 1034.4   7.1   7.6   4.4 99.0 99.00
2017 01 03 20 50 267  1.4  2.1  1.46 11.43  7.34 265 1034.6   7.4   7.6   4.1 99.0 99.00
2017 01 03 21 50  73  0.6  2.4  1.51 10.00  7.38 249 1034.1   7.5   7.6   3.4 99.0 99.00
2017 01 03 22 50 167  2.1  2.7  1.38 11.43  7.01 253 1034.0   6.6   7.6   3.4 99.0 99.00
2017 01 03 23 50 177  2.8  3.3  1.37 10.81  6.96 258 1034.1   6.3   7.5   2.4 99.0 99.00
2017 01 04 00 50 175  4.7  5.6  1.36 11.43  6.93 254 1033.9   6.0   7.5   2.8 99.0 99.00
2017 01 04 01 50 155  4.6  5.5  1.33 11.43  7.16 258 1033.9   6.0   7.5   2.9 99.0 99.00
2017 01 04 02 50 181  3.8  4.5  1.24 11.43  6.76 261 1034.0   6.0   7.4   3.6 99.0 99.00
2017 01 04 03 50 167  3.0  4.3  1.29 11.43  6.97 245 1033.9   5.9   7.6   3.3 99.0 99.00
2017 01 04 04 50 212  2.5  3.7  1.21 10.81  6.88 263 1034.2   6.0   7.7   3.3 99.0 99.00
2017 01 04 05 50 138  1.2  2.8  1.20 11.43  6.69 241 1034.1   5.9   7.7   2.9 99.0 99.00
2017 01 04 06 50 143  0.3  1.4  1.19 10.81  6.73 239 1033.8   5.8   7.7   2.7 99.0 99.00
2017 01 04 07 50 224  1.2  2.8  1.19 11.43  6.86 248 1034.0   5.8   7.7   2.6 99.0 99.00
2017 01 04 08 50 137  1.4  2.8  1.19 10.00  6.98 246 1034.1   5.7   7.7   2.4 99.0 99.00
2017 01 04 09 50 252  1.7  3.0  1.34 10.00  7.59 249 1033.9   5.5   7.7   2.2 99.0 99.00
2017 01 04 10 50 244  1.8  3.1  1.22 10.00  7.19 255 1033.4   5.4   7.7   1.8 99.0 99.00
2017 01 04 11 50 335  0.7  2.2  1.15 10.00  7.08 263 1033.1   5.3   7.7   1.4 99.0 99.00
2017 01 04 12 50 250  2.4  4.6  1.08 10.00  6.92 245 1032.6   5.2   7.7   1.2 99.0 99.00
2017 01 04 13 50 310  3.4  4.5  1.08 10.81  6.95 239 1032.2   5.2   7.7   1.3 99.0 99.00
2017 01 04 14 50 269  0.8  1.7  0.98 10.81  6.63 235 1031.9   5.1   7.7   1.1 99.0 99.00
2017 01 04 15 50 302  0.8  1.5  0.99 10.81  6.98 246 1031.6   5.3   7.7   1.3 99.0 99.00
2017 01 04 16 50 338  2.1  3.1  0.90 11.43  6.68 260 1031.2   5.3   7.7   1.2 99.0 99.00
2017 01 04 17 50 314  2.6  3.5  1.01 11.43  6.70 255 1031.4   5.2   7.7   1.1 99.0 99.00
2017 01 04 18 50 285  3.9  5.7  0.92 10.81  6.72 241 1031.3   5.0   7.7   1.0 99.0 99.00
2017 01 04 19 50 293  4.9  6.7  0.89 10.81  6.61 238 1030.9   5.0   7.7   1.3 99.0 99.00
2017 01 04 20 50 308  4.9  6.6  1.02 10.81  6.79 218 1030.6   5.0   7.7   0.9 99.0 99.00
2017 01 04 21 50 312  6.1  7.9  1.05 11.43  6.90 239 1029.9   4.9   7.7   1.4 99.0 99.00
2017 01 04 22 50 308  6.8  8.0  0.95 10.81  5.63 249 1029.1   5.0   7.7   1.8 99.0 99.00
2017 01 04 23 50 301  6.6  8.3  1.03 11.43  5.21 232 1028.9   4.5   7.7   1.3 99.0 99.00
2017 01 05 00 50 305  7.4  9.2  1.04 11.43  5.16 248 1028.6   4.7   7.6   1.7 99.0 99.00
2017 01 05 01 50 303  6.1  8.0  1.00 10.00  4.67 252 1028.3   4.8   7.7   1.8 99.0 99.00
2017 01 05 02 50 317  5.2  6.5  1.02 10.00  4.86 241 1028.0   4.9   7.7   1.8 99.0 99.00
2017 01 05 03 50 311  3.1  5.4  0.96 11.43  4.99 242 1028.1   4.9   7.7   1.7 99.0 99.00
2017 01 05 04 50  44  3.7  5.6  0.96 10.81  5.02 241 1027.7   4.4   7.7   1.7 99.0 99.00
2017 01 05 05 50  81  3.7  4.9  0.93 11.43  5.32 228 1027.6   3.9   7.6   1.3 99.0 99.00
2017 01 05 06 50  85  3.7  4.8  0.85 10.81  5.37 230 1027.1   4.0   7.6   1.4 99.0 99.00
2017 01 05 07 50 119  2.3  3.0  0.87 10.00  5.62 245 1026.8   4.4   7.6   1.3 99.0 99.00
2017 01 05 08 50  86  0.9  3.1  0.86 10.81  5.83 249 1026.5   4.7   7.6   0.6 99.0 99.00
2017 01 05 09 50 108  2.9  3.6  0.85 10.00  5.94 228 1025.4   4.5   7.6   1.5 99.0 99.00
2017 01 05 10 50  96  5.2  6.1  0.83 12.12  5.82 230 1024.5   4.4   7.6   1.5 99.0 99.00
2017 01 05 11 50  98  5.8  6.9  0.88 10.81  5.91 238 1023.9   4.2   7.6   1.5 99.0 99.00
2017 01 05 12 50 115  5.7  6.8  0.89 12.90  5.14 242 1023.0   4.0   7.6   1.5 99.0 99.00
2017 01 05 13 50 118  4.9  6.5  0.83 10.00  5.53 237 1022.4   4.1   7.6   1.5 99.0 99.00
2017 01 05 14 50 121  4.6  5.5  0.85 10.00  5.32 238 1021.7   3.9   7.6   1.6 99.0 99.00
2017 01 05 15 50 109  4.7  6.3  1.00 10.81  5.50 232 1021.0   4.1   7.6   1.7 99.0 99.00
2017 01 05 16 50 130  3.0  3.9  0.94  5.88  5.12 260 1021.1   4.0   7.6   1.0 99.0 99.00
2017 01 05 17 50 200  0.1  0.5  0.90 10.81  5.46 243 1021.4   4.0   7.6   0.0 99.0 99.00
2017 01 05 18 50 282  1.1  2.0  0.95 11.43  5.67 242 1021.2   4.3   7.6   0.7 99.0 99.00
2017 01 05 19 50 292  4.1  5.2  0.97  6.67  5.62 266 1020.7   4.7   7.6   0.1 99.0 99.00
2017 01 05 20 50 278  3.4  4.4  1.05  6.25  6.03 273 1020.1   4.9   7.6  -1.1 99.0 99.00
2017 01 05 21 50 269  4.9  6.9  1.27  6.67  6.36 273 1019.1   5.6   7.6  -2.2 99.0 99.00
2017 01 05 22 50 280  4.6  6.3  1.31  9.09  6.31 267 1018.2   5.1   7.6  -2.8 99.0 99.00
2017 01 05 23 50 221  1.6  3.3  1.51  9.09  6.59 262 1016.9   5.0   7.6  -2.2 99.0 99.00
2017 01 06 00 50 212  6.8  8.9  1.44  9.09  6.41 276 1016.0   5.2   7.6  -2.6 99.0 99.00
2017 01 06 01 50 185 10.4 13.4  1.63  8.33  5.69 272 1014.9   5.3   7.6  -4.8 99.0 99.00
2017 01 06 02 50  80  6.4  8.7  1.63  8.33  5.35 241 1015.1   4.1   7.6  -2.1 99.0 99.00
2017 01 06 03 50 108  7.8  9.2  1.68  8.33  5.48 249 1014.2   3.1   7.6  -0.9 99.0 99.00
2017 01 06 04 50  53  6.4  7.8  1.75  8.33  5.71 253 1013.7   4.3   7.6  -3.4 99.0 99.00
2017 01 06 05 50  10  5.8  7.9  1.67  8.33  5.88 262 1013.4   4.4   7.6  -8.6 99.0 99.00
2017 01 06 06 50 344  4.9  8.6  1.67  8.33  5.82 272 1013.1   4.2   7.6 -11.3 99.0 99.00
2017 01 06 07 50 326  9.9 12.2  1.83  9.09  5.36 258 1012.8   2.6   7.6  -1.6 99.0 99.00
2017 01 06 08 50 273  6.9  7.8  1.66 10.00  5.32 279 1012.6   1.5   7.6  -2.1 99.0 99.00
2017 01 06 09 50 245  5.0  6.2  1.75  9.09  5.95 284 1012.2   1.4   7.6  -2.3 99.0 99.00
2017 01 06 10 50 246  3.2  4.4  1.84 10.00  6.32 274 1012.2   1.9   7.6  -3.2 99.0 99.00
2017 01 06 11 50 339  7.7 10.1  1.84 10.00  5.64 266 1011.5   2.8   7.6  -9.4 99.0 99.00
2017 01 06 12 50 250  7.0  8.6  1.94  5.56  5.30  55 1011.1   0.8   7.5  -2.2 99.0 99.00
2017 01 06 13 50   8  6.9 10.7  2.01  6.67  5.48  66 1010.5   2.5   7.5  -7.4 99.0 99.00
2017 01 06 14 50  37  7.1 11.3  1.92  6.25  5.64   6 1010.7   2.2   7.5 -10.8 99.0 99.00
2017 01 06 15 50  24 10.3 13.2  1.99  5.88  5.31  22 1009.9   2.2   7.5 -10.0 99.0 99.00
2017 01 06 16 50  19  9.7 12.1  2.04  5.88  5.33  30 1010.1   2.0   7.5 -10.1 99.0 99.00
2017 01 06 17 50  32  8.4 10.8  2.22  5.88  5.45  22 1010.4   1.9   7.5 -11.2 99.0 99.00
2017 01 06 18 50  33  5.1  6.6  2.14  5.56  5.48  26 1010.6   2.2   7.5 -12.4 99.0 99.00
2017 01 06 19 50  17  8.9 11.0  2.02  5.88  5.26  20 1010.4   2.1   7.5 -10.3 99.0 99.00
2017 01 06 20 50  21 10.6 13.3  2.12 10.81  5.43 248 1010.5   2.5   7.5  -9.2 99.0 99.00
2017 01 06 21 50  17 10.3 13.6  2.04  5.56  5.38  38 1010.7   2.4   7.5 -10.1 99.0 99.00
2017 01 06 22 50  12 10.5 13.4  2.26  5.88  5.37  25 1010.6   2.5   7.5  -9.8 99.0 99.00
2017 01 06 23 50  30  6.2  9.5  2.20  6.25  5.46  20 1011.1   2.8   7.5 -11.9 99.0 99.00
2017 01 07 00 50  39  9.2 12.4  2.35  5.88  5.54  15 1011.2   2.8   7.5 -10.8 99.0 99.00
2017 01 07 01 50  52  7.9 10.3  2.30  6.67  5.44  32 1011.6   2.9   7.5 -10.0 99.0 99.00
2017 01 07 02 50  28  9.1 12.7  2.22  6.25  5.53  27 1011.7   3.1   7.5  -8.8 99.0 99.00
2017 01 07 03 50  17 11.7 14.4  2.30  6.67  5.43  23 1012.1   2.9   7.5  -8.4 99.0 99.00
2017 01 07 04 50  23  9.9 13.1  2.32  6.67  5.51  13 1012.8   3.0   7.5  -9.7 99.0 99.00
2017 01 07 05 50  15  8.5 10.7  2.34  5.88  5.46  39 1013.7   3.2   7.5  -9.1 99.0 99.00
2017 01 07 06 50  42  5.7  7.5  2.52  7.14  5.67  63 1014.5   3.2   7.5 -11.0 99.0 99.00
2017 01 07 07 50 354  4.4  7.7  2.51  6.25  5.63  37 1015.1   3.1   7.4 -12.4 99.0 99.00
2017 01 07 08 50 354  3.9  7.6  2.23  6.25  5.59  29 1015.2   3.3   7.4 -13.2 99.0 99.00
2017 01 07 09 50  20  1.5  2.3  2.10  5.88  5.52  32 1015.5   3.5   7.5 -12.7 99.0 99.00
2017 01 07 10 50  21  2.6  3.9  1.95  7.14  5.51  51 1015.8   3.6   7.5 -11.5 99.0 99.00
2017 01 07 11 50 257  0.9  2.2  1.91  5.88  5.34  67 1016.4   3.6   7.5 -14.2 99.0 99.00
2017 01 07 12 50 333  6.9  8.4  2.21  6.67  5.60  81 1016.0   3.4   7.4  -8.3 99.0 99.00
2017 01 07 13 50 344  4.9  6.5  2.08  7.69  5.53  93 1015.9   3.7   7.4 -10.5 99.0 99.00
2017 01 07 14 50 320  4.8  6.3  2.07  6.67  5.64  97 1016.3   2.9   7.4  -8.3 99.0 99.00
2017 01 07 15 50 331  4.5  5.7  2.11  7.14  5.69 102 1016.6   3.3   7.4  -9.2 99.0 99.00
2017 01 07 16 50 294  2.1  3.1  1.99  6.67  5.67 105 1017.0   3.4   7.3 -10.8 99.0 99.00
2017 01 07 17 50 252  3.6  4.7  1.78  6.67  5.36 100 1017.7   3.5   7.3 -10.5 99.0 99.00
2017 01 07 18 50 268  3.8  4.8  1.88  7.14  5.66 109 1018.3   3.6   7.3  -9.0 99.0 99.00
2017 01 07 19 50 280  3.6  5.0  1.98  6.67  5.68  98 1018.5   3.8   7.3  -9.1 99.0 99.00
2017 01 07 20 50 283  3.0  3.9  1.78  6.67  5.61 101 1018.4   4.0   7.3  -9.2 99.0 99.00
2017 01 07 21 50 283  1.8  3.0  1.80  6.67  5.59 110 1018.4   4.4   7.3  -9.6 99.0 99.00
2017 01 07 22 50 283  2.0  3.4  1.82  7.14  5.45 110 1018.4   4.4   7.4 -10.5 99.0 99.00
2017 01 07 23 50 274  3.0  4.3  1.74  6.67  5.45 105 1018.7   4.1   7.3  -7.8 99.0 99.00
2017 01 08 00 50 297  2.9  4.1  1.81  6.67  5.43 106 1018.8   3.7   7.3  -6.9 99.0 99.00
2017 01 08 01 50 286  2.6  3.6  1.71  7.14  5.48 111 1019.0   3.8   7.3  -7.6 99.0 99.00
2017 01 08 02 50 257  2.4  3.8  1.66  6.25  5.24 106 1019.0   3.8   7.3  -6.6 99.0 99.00
2017 01 08 03 50 251  4.0  5.5  1.70  7.14  5.44 123 1019.0   4.0   7.3  -6.2 99.0 99.00
2017 01 08 04 50 258  5.1  6.1  1.61  6.67  5.43 103 1019.4   4.1   7.3  -5.4 99.0 99.00
2017 01 08 05 50 268  4.4  5.7  1.36  6.25  5.20 108 1019.4   4.1   7.4  -5.3 99.0 99.00
2017 01 08 06 50 286  2.8  3.9  1.50  6.25  5.23 109 1019.8   4.1   7.3  -5.1 99.0 99.00
2017 01 08 07 50 308  3.7  4.9  1.43  6.67  5.24 115 1019.8   4.2   7.3  -4.2 99.0 99.00
2017 01 08 08 50 316  3.7  5.3  1.28  6.25  5.09 108 1019.7   4.0   7.3  -4.7 99.0 99.00
2017 01 08 09 50 338  2.2  4.3  1.15  5.56  4.85 106 1019.7   4.0   7.3  -5.4 99.0 99.00
2017 01 08 10 50 313  2.0  3.0  0.99  5.88  4.90 111 1019.6   4.0   7.3  -6.4 99.0 99.00
2017 01 08 11 50 301  0.7  1.6  0.89  5.56  4.65 113 1019.1   4.1   7.3  -6.4 99.0 99.00
2017 01 08 12 50 210  2.1  3.3  0.97  5.56  4.83 117 1018.2   4.2   7.4  -6.5 99.0 99.00
2017 01 08 13 50 253  1.8  2.9  0.97  4.76  4.72  97 1017.5   4.5   7.4  -6.4 99.0 99.00
2017 01 08 14 50 231  1.6  2.6  0.98  4.55  4.69 113 1016.7   4.6   7.3  -5.6 99.0 99.00
2017 01 08 15 50 243  2.5  3.3  0.90  5.00  4.65 117 1016.0   4.9   7.3  -6.9 99.0 99.00
2017 01 08 16 50 278  3.6  4.5  0.85  5.26  4.68 125 1015.3   4.7   7.3  -4.4 99.0 99.00
2017 01 08 17 50 287  3.5  4.6  0.82  5.56  4.80 113 1014.8   4.6   7.3  -5.4 99.0 99.00
2017 01 08 18 50 262  3.0  4.3  0.84  5.56  4.83 117 1014.2   4.9   7.3  -5.5 99.0 99.00
2017 01 08 19 50 264  3.4  4.3  0.81  5.26  4.87 118 1014.2   5.3   7.4  -4.5 99.0 99.00
2017 01 08 20 50 270  4.3  5.4  0.84  5.26  4.99 124 1013.2   5.4   7.4  -3.4 99.0 99.00
2017 01 08 21 50 270  3.4  4.2  0.75  5.26  4.69 113 1012.7   5.8   7.3  -3.4 99.0 99.00
2017 01 08 22 50 281  2.3  3.1  0.82  5.88  4.98 113 1012.3   6.3   7.4  -4.4 99.0 99.00
2017 01 08 23 50 344  1.1  2.0  1.10  6.25  5.11 115 1011.9   6.3   7.3  -4.6 99.0 99.00
2017 01 09 00 50 299  3.3  4.2  1.15  6.67  5.03 112 1011.3   6.1   7.3  -4.0 99.0 99.00
2017 01 09 01 50 284  4.5  5.7  0.97  5.26  4.84 108 1010.9   6.2   7.4  -3.1 99.0 99.00
2017 01 09 02 50 269  7.2  8.4  0.94 11.43  4.60 167 1010.2   6.5   7.4  -1.9 99.0 99.00
2017 01 09 03 50 277  6.2  7.4  1.04  5.26  4.46 105 1010.0   6.2   7.3  -3.6 99.0 99.00
2017 01 09 04 50 277  4.6  6.1  1.11 12.12  4.77 163 1010.1   6.2   7.3  -5.2 99.0 99.00
2017 01 09 05 50 228  2.3  3.1  1.14 11.43  5.31 158 1010.5   6.3   7.3  -5.0 99.0 99.00
2017 01 09 06 50 251  4.2  5.8  1.16 12.12  5.57 150 1010.2   6.3   7.3  -3.8 99.0 99.00
2017 01 09 07 50 233  6.0  6.9  1.34 12.12  5.80 185 1009.9   6.2   7.3  -3.2 99.0 99.00
2017 01 09 08 50 263  5.6  7.0  1.58  6.67  5.86 109 1010.1   6.4   7.3  -3.0 99.0 99.00
2017 01 09 09 50 279  5.0  6.0  1.70  6.25  5.89  88 1010.4   6.1   7.2  -2.6 99.0 99.00
2017 01 09 10 50 248  3.7  4.4  1.79 12.12  6.28 157 1010.9   6.2   7.2  -4.3 99.0 99.00
2017 01 09 11 50 234  7.2  8.5  1.79 10.81  6.16 166 1010.8   6.3   7.3  -1.8 99.0 99.00
2017 01 09 12 50 245  8.9 10.8  1.73 11.43  5.96 158 1010.6   6.3   7.3  -1.1 99.0 99.00
2017 01 09 13 50 257  9.5 11.6  1.72 11.43  5.49 176 1011.0   6.3   7.3  -1.7 99.0 99.00
2017 01 09 14 50 261  8.3  9.7  1.55  6.67  5.25 114 1011.2   6.2   7.2  -2.4 99.0 99.00
2017 01 09 15 50 269  7.7  9.0  1.60 13.79  5.50 177 1011.3   6.2   7.3  -2.3 99.0 99.00
2017 01 09 16 50 266  4.7  5.6  1.46 13.79  5.32 185 1011.7   6.4   7.3  -1.5 99.0 99.00
2017 01 09 17 50 232  4.6  5.7  1.36 12.90  5.38 180 1013.0   6.3   7.3  -2.7 99.0 99.00
2017 01 09 18 50 221  8.8 10.9  1.33 12.90  5.61 174 1013.3   6.5   7.3  -1.3 99.0 99.00
2017 01 09 19 50 215  7.0  8.3  1.61 12.90  5.86 173 1014.1   6.2   7.2  -5.5 99.0 99.00
2017 01 09 20 50 206  5.0  7.6  1.70 12.90  5.80 159 1015.2   6.0   7.2  -5.4 99.0 99.00
2017 01 09 21 50 225  4.6  6.2  1.73 12.12  5.74 170 1015.6   6.3   7.2  -5.0 99.0 99.00
2017 01 09 22 50 233  4.7  6.2  1.41 12.12  5.59 171 1015.7   6.2   7.2  -5.0 99.0 99.00
2017 01 09 23 50 242  4.0  5.1  1.28 12.12  5.68 164 1016.5   6.1   7.3  -4.3 99.0 99.00
2017 01 10 00 50 241  4.0  5.1  1.05 12.90  5.04 162 1016.9   5.8   7.3  -4.1 99.0 99.00
2017 01 10 01 50 226  4.1  5.3  1.09 11.43  5.06 163 1017.0   5.6   7.3  -4.2 99.0 99.00
2017 01 10 02 50 230  3.6  4.6  1.02 12.90  5.21 188 1017.2   5.5   7.3  -4.8 99.0 99.00
2017 01 10 03 50 241  4.1  5.2  0.90 11.43  5.28 170 1016.9   5.4   7.2  -4.6 99.0 99.00
2017 01 10 04 50 229  3.2  4.7  0.81 12.12  4.93 172 1016.9   5.5   7.2  -3.7 99.0 99.00
2017 01 10 05 50 226  4.2  5.1  0.81 12.12  5.26 172 1016.7   5.4   7.2  -3.9 99.0 99.00
2017 01 10 06 50 225  3.9  4.6  0.77 12.12  5.41 182 1017.1   5.5   7.1  -3.1 99.0 99.00
2017 01 10 07 50 214  4.6  5.8  0.80 10.81  5.75 171 1016.9   5.8   7.1  -0.5 99.0 99.00
2017 01 10 08 50 275  2.8  3.5  0.91 12.12  6.44 155 1017.2   5.5   7.1  -1.5 99.0 99.00
2017 01 10 09 50 305  2.0  3.1  0.79 11.43  6.30 161 1017.5   5.4   7.1   0.0 99.0 99.00
