#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 01 14 50 226  6.0  7.0  1.12  5.00  4.17 999 1038.9   6.2   6.5   3.3 99.0 99.00
2017 01 01 15 50 209  5.1  6.0  1.10  4.35  4.29 999 1039.1   6.2   6.3   3.3 99.0 99.00
2017 01 01 16 50 218  5.4  6.4  0.94 10.81  4.20 999 1039.0   6.2   6.3   3.1 99.0 99.00
2017 01 01 17 50 214  4.4  5.3  0.89 10.00  4.18 999 1038.8   6.3   6.4   2.9 99.0 99.00
2017 01 01 18 50 209  5.3  6.3  0.85 10.81  4.38 999 1038.6   6.3   6.3   2.9 99.0 99.00
2017 01 01 19 50 219  5.7  7.0  0.83 10.00  4.39 999 1038.6   6.4   6.4   2.6 99.0 99.00
2017 01 01 20 50 210  5.8  6.8  0.83 11.43  4.38 999 1038.8   6.6   6.4   2.3 99.0 99.00
2017 01 01 21 50 200  6.9  8.4  0.87 10.00  4.11 999 1038.6   6.6   6.4   2.5 99.0 99.00
2017 01 01 22 50 204  7.0  8.0  0.92  4.00  3.95 999 1037.9   6.7   6.4   2.9 99.0 99.00
2017 01 01 23 50 210  7.0  8.3  0.97  4.35  3.95 999 1037.6   6.7   6.3   2.7 99.0 99.00
2017 01 02 00 50 216  7.1  8.9  0.93  4.17  3.63 999 1037.3   6.7   6.6   2.8 99.0 99.00
2017 01 02 01 50 225  6.6  8.3  1.03  4.00  3.82 999 1037.2   6.7   6.6   2.4 99.0 99.00
2017 01 02 02 50 225  6.1  7.2  0.98 10.81  4.16 999 1037.3   6.5   6.3   2.2 99.0 99.00
2017 01 02 03 50 223  5.6  6.4  0.96  8.33  4.30 999 1037.2   6.3   6.3   2.3 99.0 99.00
2017 01 02 04 50 230  5.6  6.9  1.03  9.09  4.35 999 1037.1   6.3   6.3   2.1 99.0 99.00
2017 01 02 05 50 233  6.3  7.3  1.06 10.00  4.67 999 1037.0   6.2   6.3   2.0 99.0 99.00
2017 01 02 06 50 231  5.8  6.6  1.13  9.09  4.67 999 1037.1   6.3   6.4   1.8 99.0 99.00
2017 01 02 07 50 224  5.4  6.3  1.26  9.09  5.54 999 1036.9   6.2   6.4   1.9 99.0 99.00
2017 01 02 08 50 225  5.8  6.9  1.25  7.69  5.70 999 1036.5   6.2   6.3   2.0 99.0 99.00
2017 01 02 09 50 242  6.5  7.7  1.32 10.00  5.46 999 1036.4   6.2   6.4   2.0 99.0 99.00
2017 01 02 10 50 242  4.7  5.7  1.50  9.09  5.84 999 1036.6   6.2   6.6   1.7 99.0 99.00
2017 01 02 11 50 254  4.3  5.6  1.69  9.09  5.86 999 1036.4   6.2   6.7   1.4 99.0 99.00
2017 01 02 12 50 234  2.3  3.2  1.68  9.09  6.22 999 1036.4   6.1   6.8   1.7 99.0 99.00
2017 01 02 13 50 234  2.7  3.4  1.42  8.33  5.84 999 1036.2   6.0   6.7   1.9 99.0 99.00
2017 01 02 14 50 227  3.2  4.0  1.46 10.81  6.49 999 1035.8   5.7   6.3   1.8 99.0 99.00
2017 01 02 15 50 222  3.7  4.3  1.48 10.00  6.30 999 1035.7   5.7   6.3   1.8 99.0 99.00
2017 01 02 16 50 226  4.8  5.4  1.45 10.00  6.54 999 1035.5   5.8   6.3   2.1 99.0 99.00
2017 01 02 17 50 219  5.9  6.7  1.59 11.43  6.75 999 1035.6   5.9   6.3   2.2 99.0 99.00
2017 01 02 18 50 225  5.6  6.8  1.52 10.81  6.21 999 1035.9   6.0   6.3   2.3 99.0 99.00
2017 01 02 19 50 237  7.0  8.1  1.30  9.09  5.57 999 1036.6   5.9   6.3   2.6 99.0 99.00
2017 01 02 20 50 245  6.8  8.3  1.34 10.00  5.51 999 1036.9   5.9   6.5   2.9 99.0 99.00
2017 01 02 21 50 245  6.6  7.8  1.32 10.00  5.41 999 1036.9   5.9   6.6   3.1 99.0 99.00
2017 01 02 22 50 244  6.1  7.4  1.56 12.90  5.79 999 1036.7   6.0   6.7   3.6 99.0 99.00
2017 01 02 23 50 248  6.2  7.2  1.53 10.00  5.71 999 1036.6   5.9   6.7   3.5 99.0 99.00
2017 01 03 00 50 250  5.4  6.7  1.42  9.09  5.42 999 1036.5   5.8   6.7   3.6 99.0 99.00
2017 01 03 01 50 272  4.7  5.6  1.41 10.00  5.56 999 1036.1   5.5   6.3   3.6 99.0 99.00
2017 01 03 02 50 272  4.7  5.5  1.30 12.12  5.41 999 1036.4   5.3   6.2   3.6 99.0 99.00
2017 01 03 03 50 269  4.6  5.7  1.37 10.00  5.92 999 1036.6   5.3   6.3   3.6 99.0 99.00
2017 01 03 04 50 254  4.4  5.3  1.28 10.00  5.79 999 1036.9   5.3   6.3   3.6 99.0 99.00
2017 01 03 05 50 249  6.2  6.8  1.27 10.00  6.20 999 1037.1   5.2   6.3   3.5 99.0 99.00
2017 01 03 06 50 255  7.0  8.2  1.36 10.00  5.62 999 1037.1   5.2   6.3   3.6 99.0 99.00
2017 01 03 07 50 263  6.7  7.6  1.43 10.00  5.63 999 1037.1   5.2   6.3   3.3 99.0 99.00
2017 01 03 08 50 271  5.8  6.9 99.00 99.00 99.00 999 1037.2   5.3   6.7   3.4 99.0 99.00
2017 01 03 09 50 274  5.3  6.5  1.44  9.09  5.89 999 1037.5   5.2   6.8   3.3 99.0 99.00
2017 01 03 10 50 278  4.8  5.8  1.58 10.81  6.80 999 1037.6   4.9   6.8   2.8 99.0 99.00
2017 01 03 11 50 272  5.6  6.5  1.47 10.00  6.47 999 1037.8   5.0   6.8   2.8 99.0 99.00
2017 01 03 12 50 268  5.0  6.2  1.34 11.43  5.95 999 1037.8   4.8   6.8   2.8 99.0 99.00
2017 01 03 13 50 259  6.6  8.0  1.44 10.81  5.66 999 1037.6   4.6   6.5   2.8 99.0 99.00
2017 01 03 14 50 257  7.1  9.0  1.45 10.00  5.33 999 1037.3   4.3   6.2   2.7 99.0 99.00
2017 01 03 15 50 263  7.2  9.2  1.35 10.81  4.98 999 1037.2   4.4   6.2   2.9 99.0 99.00
2017 01 03 16 50 278  7.0  8.7  1.51 10.00  5.30 999 1037.2   4.6   6.3   3.0 99.0 99.00
2017 01 03 17 50 276  6.7  7.7  1.44 10.81  4.81 999 1037.0   4.7   6.3   3.1 99.0 99.00
2017 01 03 18 50 297  7.2  8.3 99.00 99.00 99.00 999 1037.3   4.9   6.3   3.2 99.0 99.00
2017 01 03 19 50 295  7.5  8.6 99.00 99.00 99.00 999 1037.7   5.0   6.2   3.1 99.0 99.00
2017 01 03 21 50 303  7.2  8.9  1.61 10.00  4.86 999 1037.7   5.4   6.7   3.4 99.0 99.00
2017 01 03 22 50 308  8.2 10.2  1.78 10.81  5.29 999 1037.2   5.4   6.7   3.6 99.0 99.00
2017 01 03 23 50 312  7.4  8.8  1.83 10.00  5.38 999 1037.1   5.4   6.7   3.3 99.0 99.00
2017 01 04 00 50 294  8.2  9.4  1.92 10.00  5.58 999 1037.1   5.5   6.6   3.3 99.0 99.00
2017 01 04 01 50 299  7.7  9.2  1.67  9.09  5.33 999 1037.2   5.6   6.4   3.8 99.0 99.00
2017 01 04 02 50 309  7.8  9.2  1.74 10.00  5.17 999 1036.9   5.6   6.3   3.7 99.0 99.00
2017 01 04 03 50 312  7.0  8.4  1.77  5.56  5.17 999 1037.2   5.6   6.3   3.7 99.0 99.00
2017 01 04 04 50 310  6.6  7.7  1.69  5.56  4.93 999 1037.5   5.5   6.3   3.8 99.0 99.00
2017 01 04 05 50 293  5.4  6.7  1.67 11.43  5.03 999 1037.5   5.5   6.3   3.8 99.0 99.00
2017 01 04 06 50 298  5.2  5.8  1.58 10.81  5.00 999 1037.5   5.5   6.3   3.9 99.0 99.00
2017 01 04 07 50 288  5.0  5.8 99.00 99.00 99.00 999 1037.4   5.4   6.3   3.9 99.0 99.00
2017 01 04 08 50 293  4.5  5.4 99.00 99.00 99.00 999 1037.6   5.5   6.4   4.0 99.0 99.00
2017 01 04 09 50 290  2.6  3.3  1.53 10.81  5.53 999 1037.5   5.4   6.7   4.0 99.0 99.00
2017 01 04 10 50 292  3.7  4.8  1.34 10.00  5.56 999 1037.5   5.2   6.8   4.0 99.0 99.00
2017 01 04 11 50 295  3.7  4.6  1.49 10.00  6.12 999 1037.3   5.2   6.7   4.0 99.0 99.00
2017 01 04 12 50 295  4.6  5.6 99.00 99.00 99.00 999 1036.9   5.4   6.6   3.9 99.0 99.00
2017 01 04 13 50 316  5.8  7.3  1.33 10.81  5.77 999 1037.0   5.4   6.3   3.8 99.0 99.00
2017 01 04 14 50 309  5.7  7.1  1.21 10.00  4.99 999 1036.8   5.5   6.3   3.9 99.0 99.00
2017 01 04 15 50 308  8.4  9.5  1.36  5.26  5.07 999 1036.7   6.0   6.3   3.5 99.0 99.00
2017 01 04 16 50 313  8.8 10.5  1.52  5.26  4.53 999 1036.5   6.2   6.3   2.3 99.0 99.00
2017 01 04 17 50 312  8.9 10.3  1.74  5.56  4.64 999 1036.5   6.1   6.3   2.0 99.0 99.00
2017 01 04 18 50 318 10.0 11.7  1.91  5.26  4.56 999 1036.7   6.1   6.3   2.0 99.0 99.00
2017 01 04 19 50 315 10.9 13.0 99.00 99.00 99.00 999 1037.0   6.1   6.2   2.8 99.0 99.00
2017 01 04 22 50 324 11.3 13.9  2.16  5.88  4.93 999 1036.9   6.1   6.6   2.9 99.0 99.00
2017 01 04 23 50 312 11.3 13.7 99.00 99.00 99.00 999 1036.5   6.1   6.7   3.1 99.0 99.00
2017 01 05 00 50 309 11.8 14.4  2.25  6.67  5.08 999 1036.2   6.2   6.6   3.1 99.0 99.00
2017 01 05 01 50 310 11.3 13.7 99.00 99.00 99.00 999 1036.3   6.1   6.4   3.1 99.0 99.00
2017 01 05 02 50 306 12.2 15.4 99.00 99.00 99.00 999 1036.2   6.0   6.3   2.9 99.0 99.00
2017 01 05 03 50 305 13.0 15.2  2.90  7.69  5.67 999 1035.9   5.9   6.3   2.5 99.0 99.00
2017 01 05 04 50 314 12.7 15.4  2.96  7.69  5.69 999 1035.7   5.8   6.3   2.5 99.0 99.00
2017 01 05 05 50 311 12.9 15.4 99.00 99.00 99.00 999 1035.6   5.5   6.3   2.4 99.0 99.00
2017 01 05 06 50 308 13.9 17.6 99.00 99.00 99.00 999 1035.4   5.3   6.3   1.9 99.0 99.00
2017 01 05 07 50 313 11.9 15.2 99.00 99.00 99.00 999 1036.0   5.4   6.3   2.7 99.0 99.00
2017 01 05 08 50 315 14.2 17.0 99.00 99.00 99.00 999 1036.3   5.4   6.5   1.6 99.0 99.00
2017 01 05 09 50 320 13.8 99.0 99.00 99.00 99.00 999 9999.0   5.3 999.0   1.8 99.0 99.00
2017 01 05 10 50 320 14.4 17.4 99.00 99.00 99.00 999 1036.5   5.3   6.6   1.4 99.0 99.00
2017 01 05 11 50 322 13.7 17.1  3.46  8.33  6.10 999 1036.6   5.5   6.6   1.1 99.0 99.00
2017 01 05 12 50 322 14.1 16.9 99.00 99.00 99.00 999 1036.7   5.2   6.6   1.8 99.0 99.00
2017 01 05 13 50 319 14.5 17.3  3.44  8.33  6.14 999 1036.5   5.4   6.4   1.3 99.0 99.00
2017 01 05 14 50 315 14.2 99.0 99.00 99.00 99.00 999 1036.3   5.3 999.0   1.2 99.0 99.00
2017 01 05 15 50 319 14.6 19.7  3.73  8.33  6.18 999 1036.1   4.9   6.3   1.3 99.0 99.00
2017 01 05 16 50 318 14.0 17.3  4.02  8.33  6.36 999 1035.8   4.9   6.8   0.7 99.0 99.00
2017 01 05 17 50 314 15.0 18.7  3.80  8.33  6.10 999 1035.7   4.9   6.8   0.1 99.0 99.00
2017 01 05 18 50 318 14.8 17.9  3.79  7.69  6.15 999 1036.2   4.9   6.7  -1.1 99.0 99.00
2017 01 05 19 50 316 15.2 18.2  3.99  8.33  6.04 999 1035.7   4.9   6.3  -0.5 99.0 99.00
2017 01 05 20 50 316 14.6 18.2 99.00 99.00 99.00 999 1035.1   5.1   6.3   0.4 99.0 99.00
2017 01 05 21 50 313 17.5 99.0 99.00 99.00 99.00 999 1034.1   5.1 999.0   0.3 99.0 99.00
2017 01 05 22 50 314 19.9 24.8  4.58  9.09  6.45 999 1033.1   5.0   6.5   0.4 99.0 99.00
2017 01 05 23 50 316 17.3 20.8 99.00 99.00 99.00 999 1033.2   5.1   6.4   0.8 99.0 99.00
2017 01 06 00 50 319 17.6 21.4  5.19 10.00  7.18 999 1032.9   4.8   6.4   0.5 99.0 99.00
2017 01 06 01 50 325 16.1 19.9 99.00 99.00 99.00 999 1032.8   5.0   6.4   0.5 99.0 99.00
2017 01 06 02 50 327 15.4 99.0 99.00 99.00 99.00 999 9999.0   5.0 999.0  -0.1 99.0 99.00
2017 01 06 03 50 328 15.1 18.9 99.00 99.00 99.00 999 1032.8   4.5   6.3  -0.7 99.0 99.00
2017 01 06 05 50 319 16.0 20.6 99.00 99.00 99.00 999 1030.9   4.2   6.7  -0.6 99.0 99.00
2017 01 06 06 50 321 17.1 21.4  5.38 10.00  6.98 999 1031.1   3.8   6.7  -0.6 99.0 99.00
2017 01 06 07 50 323 17.4 22.5  4.81 10.00  6.59 999 1030.4   3.9   6.7  -1.3 99.0 99.00
2017 01 06 08 50 324 17.1 20.5  4.73  9.09  6.55 999 1030.5   3.6   6.4  -2.7 99.0 99.00
2017 01 06 09 50 330 15.2 18.5  4.64  9.09  6.60 999 1030.2   3.8   6.3  -2.7 99.0 99.00
2017 01 06 11 50 329 15.5 18.3 99.00 99.00 99.00 999 1029.8   3.4   6.3  -4.0 99.0 99.00
2017 01 06 19 50   0 14.2 17.8 99.00 99.00 99.00 999 1027.8   3.8   6.6  -5.3 99.0 99.00
2017 01 06 20 50  17 12.7 16.1  4.98  8.33  6.66 999 1028.5   3.9   6.5  -5.2 99.0 99.00
2017 01 06 21 50 359 13.9 17.2  5.03  8.33  6.58 999 1028.6   3.7   6.4  -8.6 99.0 99.00
2017 01 06 22 50   1 14.3 17.3  4.51  9.09  6.43 999 1027.8   3.8   6.3  -7.5 99.0 99.00
2017 01 06 23 50   3 14.1 16.9 99.00 99.00 99.00 999 1027.6   3.8   6.5  -7.2 99.0 99.00
2017 01 07 00 50   8 14.2 17.2 99.00 99.00 99.00 999 1027.2   4.0   6.5  -8.1 99.0 99.00
2017 01 07 01 50  13 14.5 17.1  4.39  7.69  6.20 999 1026.8   4.0   6.5  -9.5 99.0 99.00
2017 01 07 19 50 357  4.1  6.7  3.10 10.00  7.36 999 1025.4   3.4   6.7  -4.8 99.0 99.00
2017 01 07 20 50  12  5.6  7.5  3.12 10.81  6.90 999 1025.3   3.6   6.7  -4.6 99.0 99.00
2017 01 07 21 50  40  5.6  7.0  3.56 10.81  7.18 999 1025.3   3.9   6.7  -5.0 99.0 99.00
2017 01 07 22 50  21  5.9  7.6  3.43 10.00  6.79 999 1024.9   3.8   6.6  -4.1 99.0 99.00
2017 01 07 23 50  28  5.3  7.2 99.00 99.00 99.00 999 1024.9   4.0   6.5  -4.1 99.0 99.00
2017 01 08 00 50  42  5.9  7.5  3.15 10.00  6.59 999 1025.0   4.2   6.5  -4.3 99.0 99.00
2017 01 08 01 50  32  5.2  7.0  3.10 10.81  6.67 999 1025.2   4.0   6.4  -5.0 99.0 99.00
2017 01 08 02 50  40  4.6  6.3  2.91 10.81  6.80 999 1025.0   3.9   6.4  -4.4 99.0 99.00
2017 01 08 03 50  38  4.6  6.6  2.67 10.00  7.14 999 1024.7   4.0   6.5  -4.8 99.0 99.00
2017 01 08 04 50  28  4.0  6.6  2.55 10.81  7.21 999 1024.6   4.0   6.6  -5.5 99.0 99.00
2017 01 08 05 50  13  3.1  4.0  2.43 10.00  7.10 999 1024.3   4.0   6.7  -5.4 99.0 99.00
2017 01 08 06 50 344  2.8  3.6  2.67 11.43  7.74 999 1024.2   4.0   6.7  -5.4 99.0 99.00
2017 01 08 07 50 332  3.0  4.2  2.44 10.81  7.41 999 1024.2   4.0   6.7  -4.5 99.0 99.00
2017 01 08 08 50 326  3.2  4.7  2.55 10.81  7.57 999 1024.4   4.0   6.7  -3.5 99.0 99.00
2017 01 08 09 50 348  1.8  2.8  2.55 10.81  7.27 999 1024.3   4.1   6.7  -4.1 99.0 99.00
2017 01 08 10 50 338  1.3  2.5  2.84 10.00  7.42 999 1024.4   4.3   6.6  -3.3 99.0 99.00
2017 01 08 11 50 333  1.9  2.8  2.75 10.00  7.24 999 1023.9   4.4   6.5  -3.9 99.0 99.00
2017 01 08 12 50 317  2.0  3.0  2.61 10.00  6.96 999 1023.8   4.4   6.4  -3.6 99.0 99.00
2017 01 08 14 50   3  2.4  3.4  2.23 10.00  6.60 999 1022.3   4.7   6.4  -2.7 99.0 99.00
2017 01 08 15 50  14  3.2  4.0  2.38 10.00  7.11 999 1021.9   4.8   6.5  -2.7 99.0 99.00
2017 01 08 16 50   1  3.7  4.7  2.24 10.00  7.27 999 1021.3   4.8   6.6  -1.4 99.0 99.00
2017 01 08 17 50 353  3.4  4.2  2.09 10.00  7.53 999 1020.5   4.8   6.6  -0.7 99.0 99.00
2017 01 08 18 50 344  4.2  5.1  1.90 10.00  7.20 999 1020.2   5.1   6.7   0.2 99.0 99.00
2017 01 08 19 50 336  4.0  4.9  1.97 10.00  7.21 999 1019.7   5.1   6.7   0.4 99.0 99.00
2017 01 08 20 50 349  5.3  6.3  2.11 10.00  7.16 999 1019.2   5.7   6.8   0.5 99.0 99.00
2017 01 08 21 50 342  4.2  5.3  2.31  9.09  6.83 999 1018.7   5.9   6.8   0.7 99.0 99.00
2017 01 08 22 50 321  4.6  5.8  2.06  8.33  6.23 999 1018.1   5.8   6.7   0.9 99.0 99.00
2017 01 08 23 50 315  5.7  7.0  2.24 10.00  6.23 999 1017.2   5.5   6.6   1.1 99.0 99.00
2017 01 09 00 50 324  5.7  6.8  1.99  9.09  5.85 999 1016.3   5.7   6.5   1.4 99.0 99.00
2017 01 09 01 50 329  5.0  6.0  1.86  9.09  5.47 999 1016.0   5.6   6.5   1.5 99.0 99.00
2017 01 09 02 50 304  4.8  5.7 99.00 99.00 99.00 999 1015.4   5.6   6.6   1.6 99.0 99.00
2017 01 09 03 50 324  5.4  6.5  1.76 10.00  6.03 999 1014.8   6.2   6.5   2.1 99.0 99.00
2017 01 09 04 50 324  5.5  6.8  1.70 10.00  5.83 999 1014.3   5.8   6.6   2.6 99.0 99.00
2017 01 09 05 50 342  5.8  6.9  1.76 10.00  6.38 999 1014.2   5.8   6.6   2.8 99.0 99.00
2017 01 09 06 50   3  4.0  4.7  1.88  9.09  6.47 999 1013.9   5.9   6.7   3.1 99.0 99.00
2017 01 09 07 50   1  3.5  4.1  1.74  9.09  6.41 999 1013.6   6.0   6.7   2.5 99.0 99.00
2017 01 09 08 50  15  4.2  5.0 99.00 99.00 99.00 999 1013.5   6.1   6.8   3.1 99.0 99.00
2017 01 09 09 50  30  5.1  6.1 99.00 99.00 99.00 999 1013.6   6.4   6.8   3.3 99.0 99.00
2017 01 09 10 50  33  5.1  6.2 99.00 99.00 99.00 999 1013.9   6.6   6.7   3.5 99.0 99.00
2017 01 09 11 50  58  5.0  6.1  1.88 10.00  6.12 999 1014.5   6.6   6.7   3.1 99.0 99.00
2017 01 09 12 50  70  4.8  5.8  1.71 10.00  5.63 999 1014.8   5.9   6.7   2.8 99.0 99.00
2017 01 09 13 50  76  3.2  4.5  1.96 10.81  5.92 999 1015.2   5.5   6.7   2.3 99.0 99.00
2017 01 09 14 50  73  3.4  4.5 99.00 99.00 99.00 999 1015.6   5.5   6.6   2.5 99.0 99.00
2017 01 09 15 50  66  3.2  4.1  1.92  8.33  5.80 999 1015.9   5.4   6.5   2.6 99.0 99.00
2017 01 09 16 50 100  2.0  3.3  1.67  9.09  5.90 999 1015.8   5.2   6.5   2.3 99.0 99.00
2017 01 09 17 50  96  1.8  2.7  1.72 10.00  6.49 999 1016.4   5.2   6.6   2.3 99.0 99.00
2017 01 09 18 50 130  1.2  2.1  1.63 11.43  6.67 999 1017.0   5.2   6.7   2.2 99.0 99.00
2017 01 09 19 50 190  0.9  1.7  1.79 12.90  7.58 999 1017.4   5.2   6.7   2.2 99.0 99.00
2017 01 09 20 50 239  1.5  2.2  2.12 12.90  8.46 999 1017.9   5.7   6.7   2.5 99.0 99.00
2017 01 09 21 50 244  1.0  2.0  2.47 12.12  8.28 999 1018.3   6.2   6.7   2.8 99.0 99.00
2017 01 09 22 50 196  1.1  1.7  2.25 10.81  7.94 999 1018.7   6.5   6.7   2.8 99.0 99.00
2017 01 09 23 50 197  3.4  4.2  2.60 12.12  8.34 999 1018.5   6.0   6.7   2.6 99.0 99.00
2017 01 10 00 50 215  4.4  5.3  2.97 12.12  8.89 999 1018.7   6.1   6.7   2.7 99.0 99.00
2017 01 10 01 50 235  5.6  7.1  3.48 12.12  9.39 999 1018.7   6.1   6.7   2.3 99.0 99.00
2017 01 10 02 50 250  5.1  6.4  3.34 11.43  8.98 999 1019.0   5.8   6.6   2.1 99.0 99.00
2017 01 10 03 50 269  4.7  6.1  2.68 11.43  8.69 999 1019.1   5.5   6.5   2.6 99.0 99.00
2017 01 10 04 50 267  4.5  5.8  2.61 12.12  8.46 999 1018.9   5.2   6.6   2.6 99.0 99.00
2017 01 10 05 50 266  3.9  5.6  2.64 12.12  8.72 999 1019.2   5.0   6.6   2.6 99.0 99.00
2017 01 10 06 50 260  3.9  5.2  2.68 11.43  8.97 999 1019.3   5.2   6.6   2.9 99.0 99.00
2017 01 10 07 50 268  4.0  5.2 99.00 99.00 99.00 999 1019.4   5.2   6.7   2.5 99.0 99.00
2017 01 10 08 50 284  4.9  7.1  2.53 11.43  8.92 999 1019.2   5.1   6.6   1.2 99.0 99.00
2017 01 10 09 50 278  5.9  7.4  2.20 10.81  7.86 999 1019.2   5.5   6.5   0.7 99.0 99.00
2017 01 10 10 50 281  4.9  6.9  2.24 11.43  7.58 999 1019.7   5.4   6.5   1.0 99.0 99.00
2017 01 10 11 50 268  6.7  8.1  2.29 10.81  7.36 999 1019.5   5.5   6.5   1.1 99.0 99.00
2017 01 10 12 50 279  6.9  8.4  2.21 12.12  6.71 999 1019.8   5.4   6.5   1.3 99.0 99.00
2017 01 10 13 50 278  6.7  8.1  2.22 10.81  6.15 999 1019.7   5.5   6.6   1.7 99.0 99.00
2017 01 10 14 50 285  5.9  7.2  2.69 12.90  7.17 999 1019.9   5.3   6.7   2.0 99.0 99.00
2017 01 10 15 50 285  5.4  7.2  2.65 10.81  6.97 999 1019.9   5.5   6.6   1.5 99.0 99.00
2017 01 10 16 50 297  7.4  9.0 99.00 99.00 99.00 999 1019.8   5.2   6.6   1.3 99.0 99.00
2017 01 10 17 50 292  7.6  9.2 99.00 99.00 99.00 999 1019.7   5.2   6.6   2.0 99.0 99.00
2017 01 10 18 50 293  7.0  8.9 99.00 99.00 99.00 999 1019.8   5.2   6.5   1.5 99.0 99.00
2017 01 10 19 50 297  6.7  8.1  1.75 10.00  5.99 999 1020.1   5.3   6.6   1.3 99.0 99.00
2017 01 10 20 50 291  6.3  7.5  1.78 11.43  6.15 999 1020.3   5.5   6.5   0.9 99.0 99.00
2017 01 10 21 50 301  6.4  7.8  1.57 11.43  5.31 999 1020.4   5.7   6.5   1.1 99.0 99.00
2017 01 10 22 50 312  6.1  7.6  1.85 11.43  5.86 999 1020.4   5.7   6.5   0.6 99.0 99.00
2017 01 10 23 50 323  6.2  7.7  1.59 10.81  5.26 999 1020.4   5.5   6.5   0.8 99.0 99.00
2017 01 11 00 50 313  6.6  7.8 99.00 99.00 99.00 999 1020.0   5.3   6.5   1.4 99.0 99.00
2017 01 11 01 50 320  6.7  8.2 99.00 99.00 99.00 999 1020.0   5.2   6.5   1.1 99.0 99.00
2017 01 11 02 50 314  5.8  7.1 99.00 99.00 99.00 999 1020.1   5.0   6.6   0.5 99.0 99.00
2017 01 11 03 50 319  5.2  6.8  1.66 11.43  5.78 999 1019.9   4.9   6.6   0.0 99.0 99.00
2017 01 11 04 50 308  5.3  6.5 99.00 99.00 99.00 999 1019.8   4.8   6.6   0.0 99.0 99.00
2017 01 11 05 50 312  5.5  6.3  1.50 11.43  6.00 999 1019.9   4.8   6.6   0.4 99.0 99.00
2017 01 11 06 50 312  5.6  6.6  1.47 11.43  6.04 999 1019.8   4.8   6.5   0.5 99.0 99.00
2017 01 11 07 50 316  4.7  5.8  1.29 10.00  6.00 999 1019.3   4.8   6.5   1.1 99.0 99.00
2017 01 11 08 50 320  4.3  5.3  1.33 10.81  6.43 999 1018.8   4.6   6.5   1.1 99.0 99.00
2017 01 11 09 50 311  4.9  6.1  1.21 11.43  5.89 999 1018.5   4.7   6.5   1.1 99.0 99.00
2017 01 11 10 50 301  4.5  6.0  1.41 10.81  6.06 999 1017.9   4.7   6.6   1.2 99.0 99.00
2017 01 11 11 50 289  5.3  6.8  1.26 10.81  5.68 999 1017.8   4.8   6.5   1.5 99.0 99.00
2017 01 11 12 50 275  6.3  7.8  1.21 10.81  5.50 999 1017.4   4.6   6.5   1.4 99.0 99.00
2017 01 11 13 50 284  6.8  8.3  1.32 10.81  5.40 999 1017.0   4.7   6.5   0.3 99.0 99.00
2017 01 11 14 50 290  5.9  7.0  1.41 10.00  5.43 999 1016.7   4.6   6.5   0.6 99.0 99.00
2017 01 11 15 50 294  4.7  6.5  1.30 10.00  5.18 999 1016.3   4.2   6.7   0.6 99.0 99.00
2017 01 11 16 50 301  5.2  6.7 99.00 99.00 99.00 999 1015.9   4.0   6.5   0.4 99.0 99.00
